Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Unnamed: 68
Algeria,DZA,GDP (constant LCU),NY.GDP.MKTP.KN,1106789202134.61,956205646651.185,767976165168.609,1031497423582.13,1091730818309.17,1159493438940.51,1103780116110.15,1208120037261.69,1338551558709.75,1451435363381.43,1580071102812.32,1401021882782.36,1785237696330.67,1853311956996.5,1992216162981.6,2092730274066.89,2268242466028.67,2387519946486.26,2607525986875.95,2802512257458.31,2824669114752.8,2909409077706.12,3095611378396.81,3262774486457.56,3445489744460.72,3572972770423.17,3587264697334.62,3562153933194.19,3526532198276.54,3681699691194.93,3711153310084.79,3666619448648.15,3732618683145.55,3654233662517.78,3621345685526.28,3758956632913.97,3913073797366.19,3956117606745.76,4157879747464.79,4290931963991.03,4453987378679.76,4587607000000.0,4835337778000.0,5149634733570.0,5381368296580.65,5671962184596.0,5836449087949.29,6017379009675.71,6167813484917.61,6241827246736.62,6541434954579.98,6737678003217.37,6899382275294.59,7078766214452.25,7368995629244.79,7604803489380.63,7901390825466.47,8019911687848.47,8132190451478.35,8205380165541.65,7795111157264.57,8091325381240.62,8382613094965.28,8726300231858.86,
East Asia & Pacific (excluding high income),EAP,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,GDP (constant LCU),NY.GDP.MKTP.KN,11416060425.0,12001066724.0,12591416831.0,12856638437.0,13808961191.0,14261216061.0,14212795576.0,14869579369.0,15153504827.0,15861058030.0,16951018728.0,18017679583.0,18921742008.0,21561454089.0,23978171747.0,26609093678.0,28577418261.0,29036040703.0,30693076717.0,31839171058.0,33019984972.0,34873351861.0,35087769044.0,34969569308.0,35887616063.0,37299794262.0,38592151012.0,38492159247.0,40759527297.0,41169477633.0,42684479026.0,44516216200.0,45457427300.0,46354401500.0,48328288000.0,49416906200.0,50272682300.0,52448416000.0,54161658900.0,51594728900.0,52158041000.0,54351950000.0,57030466000.0,58675510000.0,62684454000.0,66068551000.0,68936674000.0,70248145000.0,74859880000.0,75676611000.0,78725726000.0,85402830000.0,90341857000.0,96856622000.0,100949846000.0,101070675000.0,100375355000.0,106368164000.0,107478962000.0,107656736000.0,97703767000.0,107296731000.0,113934256000.0,116617656000.0,
"Egypt, Arab Rep.",EGY,GDP (constant LCU),NY.GDP.MKTP.KN,350763027496.0,368866307718.0,383162152028.0,423463502053.0,472193892626.0,495397700211.0,520397468146.0,524588042275.0,516159001745.0,543409706640.0,573832580787.0,597114955924.0,615360881942.0,636940542958.0,646870054761.0,704694720883.0,798275991338.0,870145132209.0,945227933841.0,988213966553.0,1087147318344.0,1167036924965.0,1282657270318.0,1348001050037.0,1479374033725.0,1565052066565.0,1639306361693.0,1702136919109.0,1795096071534.0,1883430390528.0,1990164939914.0,2012562347600.0,2102581427400.0,2163572916000.0,2249535393200.0,2353969146400.0,2471402324700.0,2607140507500.0,2752501560300.0,2919122557300.0,3105070776000.0,3214842851900.0,3291684155167.24,3396802598760.59,3535802193594.79,3693914232718.68,3946719745823.37,4226456430427.18,4528913637384.45,4740576936061.86,4984585564563.96,5072542163210.07,5185467086633.14,5298793709533.22,5453301864798.64,5691721262703.19,5939120092476.88,6187447828995.64,6517307393499.94,6879154365747.34,7123375685182.79,7357780763088.61,7842500000000.0,8137276090772.41,
Euro area,EMU,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16275381300.0,18465195200.0,22383770200.0,23023583200.0,25155299600.0,27144752900.0,27625916200.0,27629640200.0,26761520800.0,29104608500.0,29979326900.0,29183221100.0,29606884300.0,30369098600.0,30074756100.0,30503869400.0,27519666700.0,28586467000.0,29213708500.0,31749400000.0,,,,,,,,,,,,,
Spain,ESP,GDP (constant LCU),NY.GDP.MKTP.KN,172512792604.839,192936020065.733,212139787401.402,232497779711.104,244839948167.793,260150120413.331,279000755033.736,291110331988.396,310314939212.256,337954739118.221,352300819000.0,368680952000.0,398727513000.0,429782267000.0,453930812000.0,456392040000.0,471470281000.0,484853315000.0,491946736000.0,492151122000.0,503021403000.0,502355057000.0,508616721000.0,517619825000.0,526857722000.0,539088386000.0,556626665000.0,587503429000.0,617432759000.0,647236425000.0,671710981000.0,688812746000.0,695213300000.0,688042232000.0,704439623000.0,723864503000.0,742738627000.0,769382888000.0,802481566000.0,837861899000.0,881436090000.0,915980353000.0,941219790000.0,968884966000.0,999061193000.0,1034540109000.0,1076371068000.0,1114404641000.0,1122953972000.0,1080639572000.0,1081656695000.0,1074734950000.0,1043942572000.0,1029042148000.0,1044688589000.0,1087112000000.0,1118803011000.0,1151204017000.0,1178780087000.0,1201898069000.0,1070409571000.0,1141946586000.0,1212511031000.0,1244953746000.0,
Estonia,EST,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13211210172.6716,12154334021.9251,9581424838.43863,9031403699.36188,8883069701.24632,9285178000.0,9744146000.0,11015758000.0,11493824000.0,11444972000.0,12599499000.0,13340444000.0,14265337000.0,15348975000.0,16392812000.0,17953909000.0,19706672000.0,21198648000.0,20112151000.0,17169699000.0,17590313000.0,18928404000.0,19623459000.0,19968144000.0,20631643000.0,21010885000.0,21660755000.0,22881268000.0,23727805000.0,24612058000.0,23902293000.0,25612370000.0,25627847000.0,24853108000.0,
Ethiopia,ETH,GDP (constant LCU),NY.GDP.MKTP.KN,,116767664759.0,121819140587.0,127323701602.0,132531859296.0,140181508114.0,150353916680.0,156460673137.0,162941568120.0,165204268276.0,170957884808.0,182115410410.0,189813719446.0,199512952817.0,206044325205.0,208611908888.0,208922344929.0,214616902897.0,220497419625.0,218070264083.0,232079460202.0,242248133440.0,244467159910.0,264599044510.0,257063206960.0,228415175800.0,250483764660.0,285199137190.0,286635613600.0,285600732400.0,293387498660.0,272447025500.0,248819111300.0,281520994000.0,290501414000.0,308301921300.0,346612053800.0,357474552700.0,345112585300.0,362927800200.0,384969194800.0,416926666900.0,423241962300.0,414094181000.0,470297540800.0,525880906400.0,582858667300.0,649631929600.0,719717611200.0,783071136800.0,881350780100.0,979870781100.0,1064608160500.0,1177267871000.0,1298026040000.0,1432922916200.0,1568097451000.0,1718073265000.0,1835179678000.0,1988675679000.0,2109180096000.0,2228170139000.0,2346735000000.0,2499229000000.0,
European Union,EUU,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,GDP (constant LCU),NY.GDP.MKTP.KN,44530494524.7391,47916891896.1234,49345747515.0593,50966804486.9116,53636795642.942,56481078645.5882,57821274678.9701,59075319184.6535,60435995094.1878,66233794029.1811,71181745000.0,72859441000.0,78495473000.0,83977462000.0,86695421000.0,88260184000.0,88564137000.0,88776258000.0,91368265000.0,97875446000.0,103150000000.0,104480000000.0,107705000000.0,111048000000.0,114631000000.0,118689000000.0,121959000000.0,126302000000.0,132909000000.0,139666000000.0,140632000000.0,132362000000.0,127979000000.0,126981000000.0,132015000000.0,137605000000.0,142645000000.0,151771000000.0,160049000000.0,167074000000.0,176687000000.0,181352000000.0,184412000000.0,188122000000.0,195657000000.0,201091000000.0,209174000000.0,220287000000.0,222015000000.0,204085000000.0,210551000000.0,215584000000.0,212301000000.0,210221000000.0,209216000000.0,210192000000.0,215598000000.0,222720000000.0,225377000000.0,228419000000.0,222729000000.0,228820000000.0,232138000000.0,229436000000.0,
Fiji,FJI,GDP (constant LCU),NY.GDP.MKTP.KN,1768504022.0,1830712601.0,1896729968.0,2017338701.0,2115729973.0,2058599616.0,2058599616.0,2333460302.0,2518182190.0,2583564537.0,2911747277.0,3112337158.0,3345304206.0,3733789984.0,3830911459.0,3851223380.0,3956599139.0,4190197220.0,4268277416.0,4790066638.0,4713259982.0,5011608893.0,4711990547.0,4525389925.0,4905207009.0,4678906517.0,5041517466.0,4708020077.0,4753017208.0,5106576688.0,5402758275.0,5256883600.0,5577553600.0,5696357300.0,5986871500.0,6136543200.0,6431097300.0,6289613200.0,6371378200.0,6932059400.0,6814214500.0,6950498800.0,7172914700.0,7244643800.0,7628609900.0,7682010200.0,7824318200.0,7757760300.0,7837882000.0,7729246000.0,7957619900.0,8172884900.0,8288230000.0,8680613000.0,9167032442.55521,9579658850.3318,9813943969.33572,10339320204.7338,10733491378.8992,10671028215.3368,8852827195.96947,8420717508.57796,10087407110.6689,10846412964.1648,
France,FRA,GDP (constant LCU),NY.GDP.MKTP.KN,458667723000.0,480701349000.0,513733698000.0,545578174000.0,580636293000.0,608552811000.0,640259526000.0,671608923000.0,701498590000.0,751397228000.0,797986325000.0,840523774000.0,878661485000.0,936740873000.0,980681484000.0,969655199000.0,1012183720000.0,1048345546000.0,1089178402000.0,1129426929000.0,1148360793000.0,1162006933000.0,1190389100000.0,1205412497000.0,1224813267000.0,1244031498000.0,1273758073000.0,1306273883000.0,1369160834000.0,1429474687000.0,1469923491000.0,1488101483000.0,1510662011000.0,1505238767000.0,1541118555000.0,1576638144000.0,1598665038000.0,1639064289000.0,1695654530000.0,1753295051000.0,1825898999000.0,1860581348000.0,1880447710000.0,1898647194000.0,1953105153000.0,1989990829000.0,2044000464000.0,2095723525000.0,2103690867000.0,2044271035000.0,2085163094000.0,2135990541000.0,2139917245000.0,2156646186000.0,2178165912000.0,2201401600000.0,2220334338000.0,2266597554000.0,2303903681000.0,2350614095000.0,2175713223000.0,2325453158000.0,2385236849000.0,2407574294000.0,
Faroe Islands,FRO,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13792200000.0,13164200000.0,13114200000.0,13581900000.0,14543700000.0,15395400000.0,16231700000.0,16387200000.0,16614400000.0,17197900000.0,17673200000.0,18475300000.0,18172800000.0,19173100000.0,19854900000.0,20349100000.0,
"Micronesia, Fed. Sts.",FSM,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,76991945.0,78763972.0,79604317.0,106614068.0,122955102.0,123046443.0,123484886.0,126480894.0,133614681.0,136446275.0,126627040.0,138939905.0,135298201.0,137909452.0,132458583.0,154381374.0,166700000.0,168700000.0,173000000.0,179100000.0,185800000.0,199600000.0,207600000.0,224500000.0,223300000.0,238963300.0,231358600.0,217336100.0,223531300.0,226603600.0,237557400.0,242706700.0,244034300.0,247870800.0,240236000.0,245141300.0,244942600.0,240445000.0,234653900.0,237218900.0,242578600.0,250313400.0,245640500.0,236601500.0,231146000.0,241829300.0,243000000.0,245000000.0,245000000.0,255000000.0,250000000.0,257000000.0,255000000.0,257000000.0,
Gabon,GAB,GDP (constant LCU),NY.GDP.MKTP.KN,630663824500.0,723792962500.0,777709831800.0,825091300000.0,862669700700.0,934558862500.0,976688818700.0,1016881056500.0,1042392577400.0,1126648235800.0,1224433891300.0,1350045269400.0,1503099505800.0,1656151615200.0,2310117779800.0,2753432036300.0,3734351505000.0,3264491994100.0,2479407587300.0,2491170027800.0,2554768033100.0,2684941876700.0,2601775254400.0,2747689072600.0,2954010360800.0,2885094795800.0,2861910239400.0,2371205901600.0,2675795675900.0,2904450711100.0,3055256683600.0,3242009354800.0,3141826543700.0,3265820456500.0,3387072363600.0,3555540186600.0,3684430261300.0,3895856406100.0,4031347808700.0,3671242715100.0,3602114448400.0,3679028000000.0,3669866000000.0,3752340000000.0,3778214000000.0,3879326689000.0,3770450345800.0,3996983075600.0,3864745662500.0,3869782628800.0,4144145856500.0,4438038458800.0,4671083271900.0,4934471597800.0,5147392292600.0,5347054461100.0,5458885015000.0,5484686000000.0,5530643093400.0,5747489034200.0,5641863918600.0,5724684072700.0,5898577905886.83,6042850092200.0,
United Kingdom,GBR,GDP (constant LCU),NY.GDP.MKTP.KN,519138143000.0,533161695000.0,539019522000.0,565213420000.0,596836043000.0,609550638000.0,619105038000.0,636289770000.0,671111955000.0,684125741000.0,702655844000.0,727281946000.0,758712654000.0,808209918000.0,788130718000.0,776516434000.0,799115129000.0,818755385000.0,853177994000.0,885163779000.0,867182847000.0,860351668000.0,877514748000.0,914562160000.0,935314537000.0,974105912000.0,1004793566000.0,1058979454000.0,1119684536000.0,1148545556000.0,1156973072000.0,1144210252000.0,1148799474000.0,1177402639000.0,1222685652000.0,1253640018000.0,1286008927000.0,1349340344000.0,1395253784000.0,1437925155000.0,1500354605000.0,1538955434000.0,1566589853000.0,1615974194000.0,1655693295000.0,1700937776000.0,1741431900000.0,1787142398000.0,1782696036000.0,1700325608000.0,1738299237000.0,1758087381000.0,1784616891000.0,1816738594000.0,1874776803000.0,1916451000000.0,1953279632000.0,2005168601000.0,2033345035000.0,2066376220000.0,1853603137000.0,2012567232000.0,2109957074000.0,2117130214000.0,
Georgia,GEO,GDP (constant LCU),NY.GDP.MKTP.KN,14084807357.9105,14770165731.7322,15525366742.1881,16177723882.0174,17056107579.9331,18857000000.0,20278000000.0,21546000000.0,22506000000.0,23581000000.0,26423000000.0,27076000000.0,27844000000.0,29649000000.0,32261000000.0,34642000000.0,36755000000.0,39289000000.0,42208000000.0,45319000000.0,47393000000.0,49889000000.0,50888000000.0,53077000000.0,55958000000.0,58723000000.0,53922000000.0,54613000000.0,57647000000.0,53500000000.0,45588000000.0,35969000000.0,19819000000.0,14012000000.0,12555000000.0,12881000000.0,14324000000.0,15831000000.0,16322000000.0,16790000000.0,17099000000.0,17921000000.0,18902000000.0,20992000000.0,22208000000.0,24338000000.0,26631000000.0,29980000000.0,30706000000.0,29585000000.0,31433000000.0,33927000000.0,36159000000.0,38015000000.0,39570000000.0,40896000000.0,42307000000.0,44490000000.0,47187000000.0,49726000000.0,46598000000.0,51558000000.0,57208000000.0,61688645671.2364,
Ghana,GHA,GDP (constant LCU),NY.GDP.MKTP.KN,20265825441.0,20960877190.0,21822192879.0,22783673067.0,23287039022.0,23605838323.0,22600633183.0,23295684931.0,23381613471.0,24785954086.0,27196009537.0,28614587269.0,27902754943.0,28707633402.0,30674828813.0,26861447892.0,25913189677.0,26502483400.0,28748816826.0,28025800924.0,28157997490.0,27171603987.0,25290337116.0,24136152516.0,26223343069.0,27558535334.0,28991347867.0,30381453681.0,32091373167.0,33723499554.0,34846093438.0,36686603600.0,38109830700.0,39958157700.0,41276776800.0,42974250800.0,44952124000.0,46838475800.0,49040067200.0,51197828600.0,53092148300.0,55215834300.0,57700546600.0,60700975100.0,64100229700.0,67882145700.0,72226543700.0,75366100900.0,82261947600.0,86247117000.0,93060390800.0,106132698900.0,115995387100.0,124477578800.0,128032957400.0,130748228300.0,135158975000.0,146145906000.0,155207065700.0,165307592000.0,166157176600.0,174592089900.0,181257151000.0,186594785900.0,
Gibraltar,GIB,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,10849005327657.0,11431143252577.0,11695794741549.0,11879101389354.0,12502780486742.0,12862475550876.0,13881616863189.0,13416156554283.0,14327954036083.0,14154892303803.0,14523115968762.0,14611668802922.0,14874679537238.0,15068052131578.0,15279006286777.0,16042945995010.0,16542529756000.0,17088423121000.0,18166380794000.0,18893667491000.0,19710641530000.0,20225763970000.0,20887338051000.0,21940925573000.0,22812002063000.0,23863104569000.0,24927774897000.0,26219433343000.0,27174901283000.0,28210809616000.0,28916943266000.0,29974825239000.0,31522907901000.0,31916503326000.0,32663386946000.0,33642397681000.0,34042608356000.0,36363453346000.0,37866360749000.0,37441257061000.0,39243439615400.0,41445825310700.0,43897464521200.0,45629521110000.0,47316240594700.0,49126517644700.0,54442314973700.0,60049876324700.0,63868142863200.0,67455561820700.0,70629070084900.0,74571819838700.0,77534116657900.0,82763742000000.0,
"Gambia, The",GMB,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,9334413938.0,9334413938.0,10228290809.0,10477403172.0,11122166488.0,11114839534.0,11141704633.0,12172348996.0,12887936271.0,14485193514.0,15550032787.0,16084887992.0,17100881306.0,16873750280.0,17931747855.0,18527421513.0,18385764065.0,20386728645.0,21107451958.0,20936003585.0,21792510302.0,22327370986.0,23326928741.0,24702219581.0,25581341777.0,26376164100.0,27267332600.0,28088652300.0,28132006000.0,28380087600.0,29011131800.0,30432677000.0,31497820300.0,33513680500.0,35356933000.0,37407635200.0,36191887000.0,38678269500.0,41405087500.0,40431351900.0,40206723000.0,41430313900.0,44022155200.0,46956550700.0,49730901400.0,45687558200.0,48082303200.0,49463596600.0,48767454600.0,50746473900.0,51732660400.0,54227525500.0,58150827500.0,61769002900.0,62134358700.0,65400121200.0,68992548700.0,72302472400.0,
Guinea-Bissau,GNB,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,183131322706.0,175969116269.0,187186902647.0,189264476584.0,197893500290.0,213419401719.0,223969694455.0,207910910649.0,235201386973.0,239891642172.0,201622564522.0,238252400694.0,248259197211.0,239822636121.0,261668614817.0,272571019067.0,270407220502.0,278249029917.0,291048485261.0,308802442924.0,327639391900.0,344349001000.0,348136839900.0,355447713500.0,366822040400.0,382962210200.0,427385826600.0,455165905300.0,353000608500.0,412357735900.0,416894818000.0,436847285800.0,452809406200.0,451514683500.0,456805945800.0,486771370300.0,499751152900.0,512543915200.0,535734349800.0,548848864500.0,579613836300.0,626475856500.0,615745142100.0,635794246700.0,641926645900.0,681303000000.0,717457000000.0,751815955600.0,780095163900.0,823394000000.0,835706000000.0,887375000000.0,928246000000.0,976508000000.0,
Equatorial Guinea,GNQ,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,66853659323.0,70710728051.0,72267549142.0,75884097118.0,76651574967.0,86543597822.0,84526650501.0,88276875985.0,90620858489.0,89506966761.0,87932929390.0,87034044800.0,117274302200.0,130213425800.0,151918487600.0,178483355000.0,297317567800.0,743213535200.0,919908705800.0,1155994218100.0,1366544461300.0,2232658638500.0,2667197283900.0,3039411341300.0,4194348954900.0,4896847903700.0,5274146000000.0,6080147000000.0,7162359000000.0,7258575000000.0,6610807000000.0,7042091000000.0,7627491000000.0,7312231656300.0,7342582265800.0,6673670000000.0,6085291408100.0,5740407000000.0,5382403987800.0,5087350000000.0,4843610949200.0,4885279079000.0,5042756456400.0,4786115012300.0,
Greece,GRC,GDP (constant LCU),NY.GDP.MKTP.KN,37439840000.0,42383337000.0,42537956000.0,47576520000.0,52053317000.0,57658424000.0,61403051000.0,64884288000.0,69558370000.0,77601869000.0,84532166000.0,91160483000.0,100422526000.0,108549097000.0,101560445000.0,108026604000.0,115428477000.0,118823230000.0,127434187000.0,131616680000.0,132507897000.0,130449094000.0,128971565000.0,127580449000.0,130145557000.0,133411633000.0,134102252000.0,131073065000.0,136693297000.0,141887642000.0,141887642000.0,146286159000.0,147310162000.0,144953199000.0,147852263000.0,150956747000.0,153043679000.0,158557664000.0,164007189000.0,168367789000.0,175334557000.0,183488340000.0,192081351000.0,203215967000.0,214144650000.0,216679065000.0,230640559000.0,238728824000.0,238866030000.0,229026479000.0,215986304000.0,194653814000.0,178436944000.0,174382648000.0,175764151000.0,175362878000.0,175307121000.0,177889614000.0,181562452000.0,185696957000.0,168619835000.0,183213035000.0,193736149000.0,198254316000.0,
Grenada,GRD,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,646998949.0,681557765.0,719739200.0,715890150.0,726873247.0,756851401.0,784344595.0,812333660.0,860908842.0,922844981.0,1006800112.0,1036669774.0,1075728700.0,1118893518.0,1134396300.0,1124740900.0,1102709300.0,1121384300.0,1145263900.0,1196093400.0,1256083400.0,1403717200.0,1500550700.0,1573896900.0,1542042800.0,1595047800.0,1746002700.0,1734698200.0,1965000000.0,1886491800.0,2002010200.0,2020980100.0,1887327000.0,1877680000.0,1892040000.0,1870190000.0,1914160000.0,2054700000.0,2187130000.0,2268920000.0,2369630000.0,2472980000.0,2489710000.0,2147210000.0,2247860000.0,2412420000.0,2498450000.0,
Greenland,GRL,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,4085685613.0,4619310938.0,4904658411.0,5238469903.0,5537390301.0,5573175140.0,5905292267.0,6426275770.0,6812926609.0,7144075547.0,7763895989.0,7815547603.0,7470126906.0,7728385378.0,7328084732.0,7596027942.0,8135142560.0,8583866619.0,9064873088.0,9668552393.0,8535443206.0,8525758500.0,8089947300.0,7683190200.0,8138370800.0,8441824400.0,8570953700.0,8696854700.0,9371555100.0,9500684300.0,10175384600.0,10304513800.0,10204438700.0,10656500000.0,11392500000.0,11960700000.0,12625200000.0,12922200000.0,13719000000.0,13837800000.0,14078000000.0,14008100000.0,14203400000.0,14019000000.0,14683800000.0,14312400000.0,14982500000.0,14990400000.0,15083800000.0,15511000000.0,15540100000.0,15740600000.0,,,
Guatemala,GTM,GDP (constant LCU),NY.GDP.MKTP.KN,55747903919.0,58144237798.0,60200509502.0,65944266560.0,68999459439.0,72009056688.0,75978270775.0,79102630700.0,86036795036.0,90112279737.0,95255783772.0,100574632930.0,107949822680.0,115271880320.0,122620497160.0,125011585600.0,134246523490.0,144730130770.0,151961846480.0,159124501390.0,165107547890.0,166175560280.0,160309415090.0,156186110340.0,156961883240.0,156005453340.0,156228618510.0,161765334670.0,168061867630.0,174687857210.0,180107658340.0,186696444500.0,195729451100.0,203416004900.0,211621280700.0,222093460300.0,228662496000.0,238641533000.0,250558164300.0,260197292700.0,269587471400.0,275875801000.0,286467465000.0,293802114000.0,303021380000.0,312948442000.0,329695558000.0,350590735000.0,362137525000.0,363864552000.0,374359044000.0,389947006000.0,401546793000.0,416383221000.0,434887198000.0,452683525000.0,464805496000.0,479120815000.0,495443854600.0,515350283000.0,506148436000.0,546808694900.0,569775512500.0,589870310500.0,
Guam,GUM,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4549000000.0,4589000000.0,4887000000.0,5065000000.0,4880000000.0,4915000000.0,5015000000.0,5037000000.0,5151000000.0,5155000000.0,5265000000.0,5354000000.0,5450000000.0,5495000000.0,5505000000.0,5554000000.0,5508000000.0,5647000000.0,5053000000.0,5157000000.0,5420000000.0,,
Guyana,GUY,GDP (constant LCU),NY.GDP.MKTP.KN,320339509120.0,335361908280.0,339067408560.0,297434483580.0,331223880810.0,366138252230.0,385299269800.0,401919623210.0,406038606250.0,434438516350.0,452925860140.0,467024766600.0,451530421660.0,457150708200.0,492364295580.0,534131664700.0,542340805180.0,528030168660.0,518492947040.0,508974991400.0,517800056490.0,525547204470.0,456226821400.0,425238131510.0,403854020580.0,413545174090.0,409820777000.0,413506691110.0,398233684600.0,378653861780.0,367038712640.0,389273426700.0,419472814500.0,453765159600.0,492482323200.0,517261308100.0,558412122200.0,592925708200.0,582969866000.0,600226659000.0,592040744400.0,605536441400.0,612394910400.0,608523194300.0,618036554500.0,605978923400.0,637063274900.0,682876000000.0,694862000000.0,719957000000.0,749752000000.0,788711000000.0,830326000000.0,860661000000.0,875176000000.0,881192000000.0,914743000000.0,948904000000.0,991044000000.0,1044093000000.0,1498061000000.0,1798572457000.0,2937690897400.0,3930707302800.0,
High income,HIC,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,GDP (constant LCU),NY.GDP.MKTP.KN,,110725000000.0,126549000000.0,146498000000.0,159138000000.0,182439000000.0,185713000000.0,188691000000.0,195102000000.0,217233000000.0,237233000000.0,254534000000.0,281545000000.0,316118000000.0,323753000000.0,325346000000.0,377936000000.0,422252000000.0,457133000000.0,509963000000.0,561511000000.0,613511000000.0,631608000000.0,669359000000.0,736119000000.0,741692000000.0,823694000000.0,934057000000.0,1013559000000.0,1036637000000.0,1076346000000.0,1137719000000.0,1208655000000.0,1283605000000.0,1361083000000.0,1393391000000.0,1452728000000.0,1526814000000.0,1436997000000.0,1473018000000.0,1585901000000.0,1594796000000.0,1621217000000.0,1670766000000.0,1816123000000.0,1950301000000.0,2087458000000.0,2222409000000.0,2269700000000.0,2213885000000.0,2363714000000.0,2477520000000.0,2519645000000.0,2597792000000.0,2669554000000.0,2733297000000.0,2792758000000.0,2898774000000.0,2981300000000.0,2931441000000.0,2739585000000.0,2916409000000.0,2808981000000.0,2901018000000.0,
Honduras,HND,GDP (constant LCU),NY.GDP.MKTP.KN,22545598500.0,22963968000.0,24287805400.0,25157414900.0,26520102900.0,28916766100.0,30470707500.0,32292107100.0,34422799500.0,34648419900.0,35905021400.0,37339428300.0,39491040000.0,42598926600.0,42075964400.0,42972469300.0,47484876400.0,52415653300.0,55542882196.0,58658797170.0,59010371048.0,58289243646.0,57079939502.0,57596909023.0,61241235806.0,64686811557.0,68135119559.0,72658171343.0,73926807578.0,75943419207.0,78063568815.0,75472398200.0,80056356100.0,85256591400.0,85437253100.0,90725224900.0,92422490900.0,96672153800.0,100142909400.0,99406207000.0,106654200000.0,109558600000.0,113671800000.0,118840500000.0,126247000000.0,133885700000.0,142678300000.0,151507700000.0,157918900000.0,154078900000.0,159827800000.0,165958300000.0,172810200000.0,177634300000.0,183066500000.0,190096400000.0,197496800000.0,207061400000.0,215022900000.0,220526700000.0,200756300000.0,225981900000.0,235345600000.0,243777100000.0,
Heavily indebted poor countries (HIPC),HPC,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
